fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Mounir SATOURI,Group of the Greens/European Free Alliance,197500,Europe Écologie,https://www.europarl.europa.eu/mepphoto/197500.jpg,https://www.europarl.europa.eu/mepaudio/197500.mp3,MALE,,MALE,"May 25, 1975",25-05-1975,25-05-1975,Casablanca,Germany,https://www.europarl.europa.eu/meps/en/197500/MOUNIR_SATOURI/home
Christel SCHALDEMOSE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,37312,Socialdemokratiet,https://www.europarl.europa.eu/mepphoto/37312.jpg,https://www.europarl.europa.eu/mepaudio/37312.mp3,FEMALE,FEMALE,FEMALE,"August 4, 1967",04-08-1967,08-04-1967,Odense,Germany,https://www.europarl.europa.eu/meps/en/37312/CHRISTEL_SCHALDEMOSE/home
Ernő SCHALLER-BAROSS,Non-attached Members,213330,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/213330.jpg,https://www.europarl.europa.eu/mepaudio/213330.mp3,MALE,,MALE,"January 30, 1987",,30-01-1987,,Netherlands,https://www.europarl.europa.eu/meps/en/213330/ERNŐ_SCHALLER-BAROSS/home
Andreas SCHIEDER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197670,Sozialdemokratische Partei Österreichs,https://www.europarl.europa.eu/mepphoto/197670.jpg,https://www.europarl.europa.eu/mepaudio/197670.mp3,MALE,,MALE,"April 16, 1969",,16-04-1969,,Germany,https://www.europarl.europa.eu/meps/en/197670/ANDREAS_SCHIEDER/home
Martin SCHIRDEWAN,The Left group in the European Parliament - GUE/NGL,190517,DIE LINKE.,https://www.europarl.europa.eu/mepphoto/190517.jpg,https://www.europarl.europa.eu/mepaudio/190517.mp3,MALE,,MALE,"July 12, 1975",12-07-1975,07-12-1975,Berlin,Germany,https://www.europarl.europa.eu/meps/en/190517/MARTIN_SCHIRDEWAN/home
Simone SCHMIEDTBAUER,Group of the European People's Party (Christian Democrats),197656,Österreichische Volkspartei,https://www.europarl.europa.eu/mepphoto/197656.jpg,https://www.europarl.europa.eu/mepaudio/197656.mp3,,,FEMALE,"June 8, 1974",08-06-1974,06-08-1974,GRAZ,Germany,https://www.europarl.europa.eu/meps/en/197656/SIMONE_SCHMIEDTBAUER/home
Christine SCHNEIDER,Group of the European People's Party (Christian Democrats),197422,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/197422.jpg,https://www.europarl.europa.eu/mepaudio/197422.mp3,FEMALE,,FEMALE,"June 5, 1972",05-06-1972,06-05-1972,Landau,France,https://www.europarl.europa.eu/meps/en/197422/CHRISTINE_SCHNEIDER/home
Helmut SCHOLZ,The Left group in the European Parliament - GUE/NGL,96646,DIE LINKE.,https://www.europarl.europa.eu/mepphoto/96646.jpg,https://www.europarl.europa.eu/mepaudio/96646.mp3,MALE,MALE,MALE,"July 1, 1920",21-06-1954,21-06-1954,Berlin,Luxembourg,https://www.europarl.europa.eu/meps/en/96646/HELMUT_SCHOLZ/home
Annie SCHREIJER-PIERIK,Group of the European People's Party (Christian Democrats),125030,Christen Democratisch Appèl,https://www.europarl.europa.eu/mepphoto/125030.jpg,https://www.europarl.europa.eu/mepaudio/125030.mp3,FEMALE,FEMALE,FEMALE,"February 17, 1953",17-02-1953,17-02-1953,Diepenheim,Germany,https://www.europarl.europa.eu/meps/en/125030/ANNIE_SCHREIJER-PIERIK/home
Joachim SCHUSTER,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124837,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/124837.jpg,https://www.europarl.europa.eu/mepaudio/124837.mp3,MALE,MALE,MALE,"October 28, 1962",28-10-1962,28-10-1962,Rastatt,Austria,https://www.europarl.europa.eu/meps/en/124837/JOACHIM_SCHUSTER/home
Andreas SCHWAB,Group of the European People's Party (Christian Democrats),28223,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/28223.jpg,https://www.europarl.europa.eu/mepaudio/28223.mp3,MALE,MALE,MALE,"April 9, 1973",09-04-1973,04-09-1973,Rottweil,Poland,https://www.europarl.europa.eu/meps/en/28223/ANDREAS_SCHWAB/home
Ralf SEEKATZ,Group of the European People's Party (Christian Democrats),197425,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/197425.jpg,https://www.europarl.europa.eu/mepaudio/197425.mp3,MALE,,MALE,"November 10, 1972",10-11-1972,11-10-1972,DERNBACH,Portugal,https://www.europarl.europa.eu/meps/en/197425/RALF_SEEKATZ/home
Stéphane SÉJOURNÉ,Renew Europe Group,197508,La République en marche,https://www.europarl.europa.eu/mepphoto/197508.jpg,https://www.europarl.europa.eu/mepaudio/197508.mp3,MALE,,MALE,"March 26, 1985",26-03-1985,26-03-1985,Versailles,Slovakia,https://www.europarl.europa.eu/meps/en/197508/STÉPHANE_SÉJOURNÉ/home
Monica SEMEDO,Renew Europe Group,197418,Indépendent,https://www.europarl.europa.eu/mepphoto/197418.jpg,https://www.europarl.europa.eu/mepaudio/197418.mp3,FEMALE,,FEMALE,"June 15, 1984",15-06-1984,15-06-1984,,Germany,https://www.europarl.europa.eu/meps/en/197418/MONICA_SEMEDO/home
Nico SEMSROTT,Group of the Greens/European Free Alliance,197423,Independent,https://www.europarl.europa.eu/mepphoto/197423.jpg,https://www.europarl.europa.eu/mepaudio/197423.mp3,MALE,,MALE,"March 11, 1986",11-03-1986,03-11-1986,Hamburg,Croatia,https://www.europarl.europa.eu/meps/en/197423/NICO_SEMSROTT/home
Günther SIDL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197677,Sozialdemokratische Partei Österreichs,https://www.europarl.europa.eu/mepphoto/197677.jpg,https://www.europarl.europa.eu/mepaudio/197677.mp3,MALE,,MALE,"March 19, 1975",,19-03-1975,,Germany,https://www.europarl.europa.eu/meps/en/197677/GÜNTHER_SIDL/home
Radosław SIKORSKI,Group of the European People's Party (Christian Democrats),197548,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/197548.jpg,https://www.europarl.europa.eu/mepaudio/197548.mp3,MALE,,MALE,"February 23, 1963",23-02-1963,23-02-1963,Bydgoszcz,Sweden,https://www.europarl.europa.eu/meps/en/197548/RADOSŁAW_SIKORSKI/home
Pedro SILVA PEREIRA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124747,Partido Socialista,https://www.europarl.europa.eu/mepphoto/124747.jpg,https://www.europarl.europa.eu/mepaudio/124747.mp3,MALE,MALE,MALE,"August 15, 1962",15-08-1962,15-08-1962,,Bulgaria,https://www.europarl.europa.eu/meps/en/124747/PEDRO_SILVA_PEREIRA/home
Michal ŠIMEČKA,Renew Europe Group,103746,Progresívne Slovensko,https://www.europarl.europa.eu/mepphoto/103746.jpg,https://www.europarl.europa.eu/mepaudio/103746.mp3,MALE,,MALE,"May 10, 1984",10-05-1984,05-10-1984,Bratislava,Italy,https://www.europarl.europa.eu/meps/en/103746/MICHAL_ŠIMEČKA/home
Sven SIMON,Group of the European People's Party (Christian Democrats),197426,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/197426.jpg,https://www.europarl.europa.eu/mepaudio/197426.mp3,MALE,,MALE,"October 9, 1978",09-10-1978,10-09-1978,Lahn-Wetzlar,Italy,https://www.europarl.europa.eu/meps/en/197426/SVEN_SIMON/home
Ivan Vilibor SINČIĆ,Non-attached Members,197935,KLJUČ Hrvatske,https://www.europarl.europa.eu/mepphoto/197935.jpg,https://www.europarl.europa.eu/mepaudio/197935.mp3,MALE,,MALE,"August 28, 1990",28-08-1990,28-08-1990,KARLOVAC,Czechia,https://www.europarl.europa.eu/meps/en/197935/IVAN_VILIBOR_SINČIĆ/home
Birgit SIPPEL,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96932,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/96932.jpg,https://www.europarl.europa.eu/mepaudio/96932.mp3,FEMALE,FEMALE,FEMALE,"January 29, 1960",29-01-1960,29-01-1960,Bochum,Croatia,https://www.europarl.europa.eu/meps/en/96932/BIRGIT_SIPPEL/home
Sara SKYTTEDAL,Group of the European People's Party (Christian Democrats),197390,Kristdemokraterna,https://www.europarl.europa.eu/mepphoto/197390.jpg,https://www.europarl.europa.eu/mepaudio/197390.mp3,FEMALE,,FEMALE,"August 6, 1986",06-08-1986,08-06-1986,Tyresö,Spain,https://www.europarl.europa.eu/meps/en/197390/SARA_SKYTTEDAL/home
Andrey SLABAKOV,European Conservatives and Reformists Group,197849,VMRO,https://www.europarl.europa.eu/mepphoto/197849.jpg,https://www.europarl.europa.eu/mepaudio/197849.mp3,,,MALE,,13-08-1960,13-08-1960,Sofia,Spain,https://www.europarl.europa.eu/meps/en/197849/ANDREY_SLABAKOV/home
Massimiliano SMERIGLIO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197791,Partito Democratico,https://www.europarl.europa.eu/mepphoto/197791.jpg,https://www.europarl.europa.eu/mepaudio/197791.mp3,MALE,,MALE,"May 8, 1966",08-05-1966,05-08-1966,Roma,Germany,https://www.europarl.europa.eu/meps/en/197791/MASSIMILIANO_SMERIGLIO/home
Vincenzo SOFO,European Conservatives and Reformists Group,204334,Fratelli d'Italia,https://www.europarl.europa.eu/mepphoto/204334.jpg,https://www.europarl.europa.eu/mepaudio/204334.mp3,MALE,,MALE,"December 18, 1986",18-12-1986,18-12-1986,,Poland,https://www.europarl.europa.eu/meps/en/204334/VINCENZO_SOFO/home
Michaela ŠOJDROVÁ,Group of the European People's Party (Christian Democrats),124710,Křesťanská a demokratická unie - Československá strana lidová,https://www.europarl.europa.eu/mepphoto/124710.jpg,https://www.europarl.europa.eu/mepaudio/124710.mp3,FEMALE,FEMALE,FEMALE,"October 28, 1963",28-10-1963,28-10-1963,Zlín,Greece,https://www.europarl.europa.eu/meps/en/124710/MICHAELA_ŠOJDROVÁ/home
Tomislav SOKOL,Group of the European People's Party (Christian Democrats),197417,Hrvatska demokratska zajednica,https://www.europarl.europa.eu/mepphoto/197417.jpg,https://www.europarl.europa.eu/mepaudio/197417.mp3,MALE,,MALE,"September 20, 1982",20-09-1982,20-09-1982,Zagreb,Italy,https://www.europarl.europa.eu/meps/en/197417/TOMISLAV_SOKOL/home
Jordi SOLÉ,Group of the Greens/European Free Alliance,185974,Esquerra Republicana de Catalunya,https://www.europarl.europa.eu/mepphoto/185974.jpg,https://www.europarl.europa.eu/mepaudio/185974.mp3,,,MALE,,26-10-1976,26-10-1976,Caldes de Montbui,Bulgaria,https://www.europarl.europa.eu/meps/en/185974/JORDI_SOLÉ/home
Susana SOLÍS PÉREZ,Renew Europe Group,197784,Ciudadanos – Partido de la Ciudadanía,https://www.europarl.europa.eu/mepphoto/197784.jpg,https://www.europarl.europa.eu/mepaudio/197784.mp3,FEMALE,,FEMALE,"December 21, 1971",,21-12-1971,,Slovakia,https://www.europarl.europa.eu/meps/en/197784/SUSANA_SOLÍS_PÉREZ/home
Martin SONNEBORN,Non-attached Members,124834,Die PARTEI,https://www.europarl.europa.eu/mepphoto/124834.jpg,https://www.europarl.europa.eu/mepaudio/124834.mp3,MALE,MALE,MALE,"May 15, 1965",15-05-1965,15-05-1965,,Romania,https://www.europarl.europa.eu/meps/en/124834/MARTIN_SONNEBORN/home
Sylwia SPUREK,Group of the Greens/European Free Alliance,197550,Independent,https://www.europarl.europa.eu/mepphoto/197550.jpg,https://www.europarl.europa.eu/mepaudio/197550.mp3,FEMALE,,FEMALE,"January 29, 1976",29-01-1976,29-01-1976,Skarzysko Kamienna,Netherlands,https://www.europarl.europa.eu/meps/en/197550/SYLWIA_SPUREK/home
Maria SPYRAKI,Group of the European People's Party (Christian Democrats),125064,Nea Demokratia,https://www.europarl.europa.eu/mepphoto/125064.jpg,https://www.europarl.europa.eu/mepaudio/125064.mp3,,FEMALE,FEMALE,"September 11, 1965",11-09-1965,09-11-1965,Larisa,Romania,https://www.europarl.europa.eu/meps/en/125064/MARIA_SPYRAKI/home
Raffaele STANCANELLI,European Conservatives and Reformists Group,197825,Fratelli d'Italia,https://www.europarl.europa.eu/mepphoto/197825.jpg,https://www.europarl.europa.eu/mepaudio/197825.mp3,MALE,,MALE,"June 30, 1950",30-06-1950,30-06-1950,Regalbuto,Poland,https://www.europarl.europa.eu/meps/en/197825/RAFFAELE_STANCANELLI/home
Sergei STANISHEV,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124852,Bulgarian Socialist Party,https://www.europarl.europa.eu/mepphoto/124852.jpg,https://www.europarl.europa.eu/mepaudio/124852.mp3,MALE,MALE,MALE,"May 5, 1966",05-05-1966,05-05-1966,Kherson,Denmark,https://www.europarl.europa.eu/meps/en/124852/SERGEI_STANISHEV/home
Ivan ŠTEFANEC,Group of the European People's Party (Christian Democrats),124929,Kresťanskodemokratické hnutie,https://www.europarl.europa.eu/mepphoto/124929.jpg,https://www.europarl.europa.eu/mepaudio/124929.mp3,MALE,MALE,MALE,"September 30, 1961",30-09-1961,30-09-1961,Považská Bystrica,Netherlands,https://www.europarl.europa.eu/meps/en/124929/IVAN_ŠTEFANEC/home
Nicolae ŞTEFĂNUȚĂ,Renew Europe Group,58766,Uniunea Salvați România,https://www.europarl.europa.eu/mepphoto/58766.jpg,https://www.europarl.europa.eu/mepaudio/58766.mp3,MALE,,MALE,,03-01-1982,01-03-1982,RASINARI,Belgium,https://www.europarl.europa.eu/meps/en/58766/NICOLAE_ŞTEFĂNUȚĂ/home
Tineke STRIK,Group of the Greens/European Free Alliance,197772,GroenLinks,https://www.europarl.europa.eu/mepphoto/197772.jpg,https://www.europarl.europa.eu/mepaudio/197772.mp3,FEMALE,,FEMALE,"September 28, 1961",28-09-1961,28-09-1961,Appeltern,Poland,https://www.europarl.europa.eu/meps/en/197772/TINEKE_STRIK/home
Ramona STRUGARIU,Renew Europe Group,134605,Reînnoim Proiectul European al României,https://www.europarl.europa.eu/mepphoto/134605.jpg,https://www.europarl.europa.eu/mepaudio/134605.mp3,FEMALE,,FEMALE,"August 6, 1979",06-08-1979,08-06-1979,BIRLAD,Italy,https://www.europarl.europa.eu/meps/en/134605/RAMONA_STRUGARIU/home
Beata SZYDŁO,European Conservatives and Reformists Group,197553,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197553.jpg,https://www.europarl.europa.eu/mepaudio/197553.mp3,FEMALE,,FEMALE,"April 15, 1963",15-04-1963,15-04-1963,Oswiecim,Netherlands,https://www.europarl.europa.eu/meps/en/197553/BEATA_SZYDŁO/home
Linea SØGAARD-LIDELL,Renew Europe Group,204331,"Venstre, Danmarks Liberale Parti",https://www.europarl.europa.eu/mepphoto/204331.jpg,https://www.europarl.europa.eu/mepaudio/204331.mp3,FEMALE,,FEMALE,"March 30, 1987",30-03-1987,30-03-1987,,Romania,https://www.europarl.europa.eu/meps/en/204331/LINEA_SØGAARD-LIDELL/home
Antonio TAJANI,Group of the European People's Party (Christian Democrats),2187,Forza Italia,https://www.europarl.europa.eu/mepphoto/2187.jpg,https://www.europarl.europa.eu/mepaudio/2187.mp3,MALE,MALE,MALE,"August 4, 1953",04-08-1953,08-04-1953,Roma,Estonia,https://www.europarl.europa.eu/meps/en/2187/ANTONIO_TAJANI/home
Paul TANG,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125020,Partij van de Arbeid,https://www.europarl.europa.eu/mepphoto/125020.jpg,https://www.europarl.europa.eu/mepaudio/125020.mp3,MALE,MALE,MALE,"April 23, 1967",23-04-1967,23-04-1967,Haarlem,Spain,https://www.europarl.europa.eu/meps/en/125020/PAUL_TANG/home
Marc TARABELLA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,29579,Parti Socialiste,https://www.europarl.europa.eu/mepphoto/29579.jpg,https://www.europarl.europa.eu/mepaudio/29579.mp3,MALE,MALE,MALE,"March 11, 1963",11-03-1963,03-11-1963,Ougrée,Austria,https://www.europarl.europa.eu/meps/en/29579/MARC_TARABELLA/home
Dominik TARCZYŃSKI,European Conservatives and Reformists Group,204346,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/204346.jpg,https://www.europarl.europa.eu/mepaudio/204346.mp3,MALE,,MALE,"March 27, 1979",,27-03-1979,,Poland,https://www.europarl.europa.eu/meps/en/204346/DOMINIK_TARCZYŃSKI/home
Annalisa TARDINO,Identity and Democracy Group,197806,Lega,https://www.europarl.europa.eu/mepphoto/197806.jpg,https://www.europarl.europa.eu/mepaudio/197806.mp3,,,MALE,"April 30, 1979",30-04-1979,30-04-1979,Licata,Italy,https://www.europarl.europa.eu/meps/en/197806/ANNALISA_TARDINO/home
Vera TAX,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197756,Partij van de Arbeid,https://www.europarl.europa.eu/mepphoto/197756.jpg,https://www.europarl.europa.eu/mepaudio/197756.mp3,FEMALE,,FEMALE,"February 8, 1972",08-02-1972,02-08-1972,Venlo,Sweden,https://www.europarl.europa.eu/meps/en/197756/VERA_TAX/home
Cristian TERHEŞ,European Conservatives and Reformists Group,197655,Partidul Național Țărănesc Creștin Democrat,https://www.europarl.europa.eu/mepphoto/197655.jpg,https://www.europarl.europa.eu/mepaudio/197655.mp3,MALE,,MALE,"December 4, 1978",,04-12-1978,,Poland,https://www.europarl.europa.eu/meps/en/197655/CRISTIAN_TERHEŞ/home
Riho TERRAS,Group of the European People's Party (Christian Democrats),204449,Isamaa,https://www.europarl.europa.eu/mepphoto/204449.jpg,https://www.europarl.europa.eu/mepaudio/204449.mp3,MALE,,MALE,"April 17, 1967",17-04-1967,17-04-1967,Kohtla-Järve,Italy,https://www.europarl.europa.eu/meps/en/204449/RIHO_TERRAS/home
Hermann TERTSCH,European Conservatives and Reformists Group,197831,VOX,https://www.europarl.europa.eu/mepphoto/197831.jpg,https://www.europarl.europa.eu/mepaudio/197831.mp3,MALE,,MALE,"April 9, 1958",09-04-1958,04-09-1958,Madrid,France,https://www.europarl.europa.eu/meps/en/197831/HERMANN_TERTSCH/home
Barbara THALER,Group of the European People's Party (Christian Democrats),197667,Österreichische Volkspartei,https://www.europarl.europa.eu/mepphoto/197667.jpg,https://www.europarl.europa.eu/mepaudio/197667.mp3,FEMALE,,FEMALE,"February 16, 1982",,16-02-1982,,Romania,https://www.europarl.europa.eu/meps/en/197667/BARBARA_THALER/home
Róża THUN UND HOHENSTEIN,Renew Europe Group,96776,Polska 2050,https://www.europarl.europa.eu/mepphoto/96776.jpg,https://www.europarl.europa.eu/mepaudio/96776.mp3,MALE,FEMALE,FEMALE,"April 13, 1954",13-04-1954,13-04-1954,Kraków,Lithuania,https://www.europarl.europa.eu/meps/en/96776/RÓŻA_THUN_UND_HOHENSTEIN/home
Irene TINAGLI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197591,Partito Democratico,https://www.europarl.europa.eu/mepphoto/197591.jpg,https://www.europarl.europa.eu/mepaudio/197591.mp3,FEMALE,,FEMALE,"April 16, 1974",16-04-1974,16-04-1974,Empoli,Slovenia,https://www.europarl.europa.eu/meps/en/197591/IRENE_TINAGLI/home
Tomas TOBÉ,Group of the European People's Party (Christian Democrats),197402,Moderaterna,https://www.europarl.europa.eu/mepphoto/197402.jpg,https://www.europarl.europa.eu/mepaudio/197402.mp3,MALE,,MALE,"February 16, 1978",16-02-1978,16-02-1978,Gavle,Estonia,https://www.europarl.europa.eu/meps/en/197402/TOMAS_TOBÉ/home
Grzegorz TOBISZOWSKI,European Conservatives and Reformists Group,197559,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197559.jpg,https://www.europarl.europa.eu/mepaudio/197559.mp3,MALE,,MALE,"November 1, 1965",01-11-1965,11-01-1965,Ruda Slaska,Finland,https://www.europarl.europa.eu/meps/en/197559/GRZEGORZ_TOBISZOWSKI/home
Patrizia TOIA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28340,Partito Democratico,https://www.europarl.europa.eu/mepphoto/28340.jpg,https://www.europarl.europa.eu/mepaudio/28340.mp3,FEMALE,FEMALE,FEMALE,"March 17, 1950",17-03-1950,17-03-1950,,Czechia,https://www.europarl.europa.eu/meps/en/28340/PATRIZIA_TOIA/home
Irène TOLLERET,Renew Europe Group,197547,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/197547.jpg,https://www.europarl.europa.eu/mepaudio/197547.mp3,FEMALE,,FEMALE,"August 17, 1967",,17-08-1967,,Hungary,https://www.europarl.europa.eu/meps/en/197547/IRÈNE_TOLLERET/home
Eugen TOMAC,Group of the European People's Party (Christian Democrats),197672,Partidul Mișcarea Populară,https://www.europarl.europa.eu/mepphoto/197672.jpg,https://www.europarl.europa.eu/mepaudio/197672.mp3,MALE,,MALE,"June 27, 1981",27-06-1981,27-06-1981,Ismail,France,https://www.europarl.europa.eu/meps/en/197672/EUGEN_TOMAC/home
Valdemar TOMAŠEVSKI,European Conservatives and Reformists Group,96697,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,https://www.europarl.europa.eu/mepphoto/96697.jpg,https://www.europarl.europa.eu/mepaudio/96697.mp3,MALE,MALE,MALE,"March 3, 1965",03-03-1965,03-03-1965,Vilnius,Italy,https://www.europarl.europa.eu/meps/en/96697/VALDEMAR_TOMAŠEVSKI/home
Romana TOMC,Group of the European People's Party (Christian Democrats),125104,Slovenska demokratska stranka,https://www.europarl.europa.eu/mepphoto/125104.jpg,https://www.europarl.europa.eu/mepaudio/125104.mp3,FEMALE,FEMALE,FEMALE,"November 2, 1965",02-11-1965,11-02-1965,Ljubljana,France,https://www.europarl.europa.eu/meps/en/125104/ROMANA_TOMC/home
Yana TOOM,Renew Europe Group,124700,Eesti Keskerakond,https://www.europarl.europa.eu/mepphoto/124700.jpg,https://www.europarl.europa.eu/mepaudio/124700.mp3,FEMALE,FEMALE,FEMALE,"October 15, 1966",15-10-1966,15-10-1966,Tallinn,Hungary,https://www.europarl.europa.eu/meps/en/124700/YANA_TOOM/home
Nils TORVALDS,Renew Europe Group,114268,Svenska folkpartiet,https://www.europarl.europa.eu/mepphoto/114268.jpg,https://www.europarl.europa.eu/mepaudio/114268.mp3,MALE,MALE,MALE,"August 7, 1945",07-08-1945,08-07-1945,Ekenäs,Romania,https://www.europarl.europa.eu/meps/en/114268/NILS_TORVALDS/home
Evžen TOŠENOVSKÝ,European Conservatives and Reformists Group,96713,Občanská demokratická strana,https://www.europarl.europa.eu/mepphoto/96713.jpg,https://www.europarl.europa.eu/mepaudio/96713.mp3,MALE,MALE,MALE,"February 26, 1956",26-02-1956,26-02-1956,Ostrava,Romania,https://www.europarl.europa.eu/meps/en/96713/EVŽEN_TOŠENOVSKÝ/home
Edina TÓTH,Non-attached Members,27714,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/27714.jpg,https://www.europarl.europa.eu/mepaudio/27714.mp3,,,FEMALE,"March 11, 1975",11-03-1975,03-11-1975,Budapest,Slovakia,https://www.europarl.europa.eu/meps/en/27714/EDINA_TÓTH/home
Marie TOUSSAINT,Group of the Greens/European Free Alliance,97236,Europe Écologie,https://www.europarl.europa.eu/mepphoto/97236.jpg,https://www.europarl.europa.eu/mepaudio/97236.mp3,FEMALE,,FEMALE,"May 27, 1987",27-05-1987,27-05-1987,LILLE,Hungary,https://www.europarl.europa.eu/meps/en/97236/MARIE_TOUSSAINT/home
Isabella TOVAGLIERI,Identity and Democracy Group,197580,Lega,https://www.europarl.europa.eu/mepphoto/197580.jpg,https://www.europarl.europa.eu/mepaudio/197580.mp3,,,FEMALE,"June 25, 1987",25-06-1987,25-06-1987,Busto Arsizio,Spain,https://www.europarl.europa.eu/meps/en/197580/ISABELLA_TOVAGLIERI/home
Véronique TRILLET-LENOIR,Renew Europe Group,197593,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/197593.jpg,https://www.europarl.europa.eu/mepaudio/197593.mp3,FEMALE,,FEMALE,"June 12, 1957",12-06-1957,06-12-1957,Lyon,Spain,https://www.europarl.europa.eu/meps/en/197593/VÉRONIQUE_TRILLET-LENOIR/home
László TRÓCSÁNYI,Non-attached Members,197894,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://www.europarl.europa.eu/mepphoto/197894.jpg,https://www.europarl.europa.eu/mepaudio/197894.mp3,MALE,,MALE,"March 6, 1956",06-03-1956,03-06-1956,Budapest,Latvia,https://www.europarl.europa.eu/meps/en/197894/LÁSZLÓ_TRÓCSÁNYI/home
Dragoş TUDORACHE,Renew Europe Group,197665,Reînnoim Proiectul European al României,https://www.europarl.europa.eu/mepphoto/197665.jpg,https://www.europarl.europa.eu/mepaudio/197665.mp3,MALE,,MALE,,14-01-1975,14-01-1975,Bârlad,Lithuania,https://www.europarl.europa.eu/meps/en/197665/DRAGOŞ_TUDORACHE/home
Mihai TUDOSE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,198183,Partidul Social Democrat,https://www.europarl.europa.eu/mepphoto/198183.jpg,https://www.europarl.europa.eu/mepaudio/198183.mp3,MALE,,MALE,"March 6, 1967",06-03-1967,03-06-1967,Braila,Latvia,https://www.europarl.europa.eu/meps/en/198183/MIHAI_TUDOSE/home
Milan UHRÍK,Non-attached Members,197763,Hnutie Republika,https://www.europarl.europa.eu/mepphoto/197763.jpg,https://www.europarl.europa.eu/mepaudio/197763.mp3,MALE,,MALE,"December 21, 1984",,21-12-1984,,Austria,https://www.europarl.europa.eu/meps/en/197763/MILAN_UHRÍK/home
István UJHELYI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124705,Magyar Szocialista Párt,https://www.europarl.europa.eu/mepphoto/124705.jpg,https://www.europarl.europa.eu/mepaudio/124705.mp3,MALE,MALE,MALE,"February 28, 1975",28-02-1975,28-02-1975,,Belgium,https://www.europarl.europa.eu/meps/en/124705/ISTVÁN_UJHELYI/home
Miguel URBÁN CRESPO,The Left group in the European Parliament - GUE/NGL,131507,ANTICAPITALISTAS,https://www.europarl.europa.eu/mepphoto/131507.jpg,https://www.europarl.europa.eu/mepaudio/131507.mp3,MALE,,MALE,,26-03-1980,26-03-1980,,Belgium,https://www.europarl.europa.eu/meps/en/131507/MIGUEL_URBÁN_CRESPO/home
Ernest URTASUN,Group of the Greens/European Free Alliance,124972,Catalunya en Comú,https://www.europarl.europa.eu/mepphoto/124972.jpg,https://www.europarl.europa.eu/mepaudio/124972.mp3,MALE,MALE,MALE,"January 27, 1982",27-01-1982,27-01-1982,,Belgium,https://www.europarl.europa.eu/meps/en/124972/ERNEST_URTASUN/home
Nils UŠAKOVS,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197810,"""Saskaņa"" sociāldemokrātiskā partija",https://www.europarl.europa.eu/mepphoto/197810.jpg,https://www.europarl.europa.eu/mepaudio/197810.mp3,MALE,,MALE,"June 8, 1976",08-06-1976,06-08-1976,RIGA,Belgium,https://www.europarl.europa.eu/meps/en/197810/NILS_UŠAKOVS/home
Viktor USPASKICH,Non-attached Members,96698,Darbo partija,https://www.europarl.europa.eu/mepphoto/96698.jpg,https://www.europarl.europa.eu/mepaudio/96698.mp3,MALE,MALE,MALE,"July 24, 1959",24-07-1959,24-07-1959,Vilnius,Netherlands,https://www.europarl.europa.eu/meps/en/96698/VIKTOR_USPASKICH/home
